symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
GOGL,2017-10-31 00:00:00+00:00,8.2,8.23,8.01,8.11,256757,5.1932940192,5.2122938753,5.0729615968,5.1362944507,256757,0.0,1.0
GOGL,2017-11-01 00:00:00+00:00,8.07,8.1625,8.01,8.08,133097,5.1109613091,5.1695441989,5.0729615968,5.1172945945,133097,0.0,1.0
GOGL,2017-11-02 00:00:00+00:00,7.79,7.84,7.69,7.79,257417,4.9336293182,4.9652957451,4.8702964643,4.9336293182,257417,0.0,1.0
GOGL,2017-11-03 00:00:00+00:00,7.6,7.82,7.54,7.82,378981,4.8132968958,4.9526291744,4.7752971835,4.9526291744,378981,0.0,1.0
GOGL,2017-11-06 00:00:00+00:00,8.25,8.32,7.91,7.91,565788,5.2249604461,5.2692934438,5.0096287429,5.0096287429,565788,0.0,1.0
GOGL,2017-11-07 00:00:00+00:00,8.17,8.27,8.07,8.22,206210,5.174294163,5.2376270169,5.1109613091,5.2059605899,206210,0.0,1.0
GOGL,2017-11-08 00:00:00+00:00,8.075,8.2,8.02,8.18,285029,5.1141279518,5.1932940192,5.0792948821,5.1806274484,285029,0.0,1.0
GOGL,2017-11-09 00:00:00+00:00,7.88,8.0,7.85,7.86,125624,4.9906288867,5.0666283114,4.9716290305,4.9779623159,125624,0.0,1.0
GOGL,2017-11-10 00:00:00+00:00,7.88,8.02,7.87,7.93,138800,4.9906288867,5.0792948821,4.9842956013,5.0222953136,138800,0.0,1.0
GOGL,2017-11-13 00:00:00+00:00,7.75,7.87,7.7235,7.77,113288,4.9082961766,4.9842956013,4.8915129704,4.9209627474,113288,0.0,1.0
GOGL,2017-11-14 00:00:00+00:00,7.22,7.57,7.21,7.57,441885,4.572632051,4.7942970396,4.5662987656,4.7942970396,441885,0.0,1.0
GOGL,2017-11-15 00:00:00+00:00,7.11,7.19,7.01,7.17,413968,4.5029659117,4.5536321948,4.4396330578,4.5409656241,413968,0.0,1.0
GOGL,2017-11-16 00:00:00+00:00,7.23,7.37,7.19,7.34,232443,4.5789653364,4.6676313318,4.5536321948,4.6486314757,232443,0.0,1.0
GOGL,2017-11-17 00:00:00+00:00,7.33,7.35,7.19,7.33,306406,4.6422981903,4.6549647611,4.5536321948,4.6422981903,306406,0.0,1.0
GOGL,2017-11-20 00:00:00+00:00,7.64,7.75,7.45,7.55,496515,4.8386300374,4.9082961766,4.718297615,4.7816304689,496515,0.0,1.0
GOGL,2017-11-21 00:00:00+00:00,7.91,8.03,7.78,7.83,375483,5.0096287429,5.0856281675,4.9272960328,4.9589624598,375483,0.0,1.0
GOGL,2017-11-22 00:00:00+00:00,8.1,8.13,7.96,8.13,176753,5.1299611653,5.1489610214,5.0412951698,5.1489610214,176753,0.0,1.0
GOGL,2017-11-24 00:00:00+00:00,8.15,8.18,8.11,8.11,77355,5.1616275922,5.1806274484,5.1362944507,5.1362944507,77355,0.0,1.0
GOGL,2017-11-27 00:00:00+00:00,8.17,8.22,8.1,8.16,235559,5.174294163,5.2059605899,5.1299611653,5.1679608776,235559,0.0,1.0
GOGL,2017-11-28 00:00:00+00:00,8.02,8.12,7.94,8.1,119988,5.0792948821,5.142627736,5.028628599,5.1299611653,119988,0.0,1.0
GOGL,2017-11-29 00:00:00+00:00,7.98,8.01,7.87,7.9,214604,5.0539617406,5.0729615968,4.9842956013,5.0032954575,214604,0.0,1.0
GOGL,2017-11-30 00:00:00+00:00,8.11,8.25,7.94,7.94,401054,5.1362944507,5.2249604461,5.028628599,5.028628599,401054,0.0,1.0
GOGL,2017-12-01 00:00:00+00:00,8.47,8.55,8.36,8.39,288021,5.3642927247,5.4149590078,5.2946265854,5.3136264415,288021,0.0,1.0
GOGL,2017-12-04 00:00:00+00:00,8.32,8.48,8.23,8.48,322070,5.2692934438,5.3706260101,5.2122938753,5.3706260101,322070,0.0,1.0
GOGL,2017-12-05 00:00:00+00:00,8.07,8.16,8.06,8.14,229886,5.1109613091,5.1679608776,5.1046280237,5.1552943068,229886,0.0,1.0
GOGL,2017-12-06 00:00:00+00:00,8.11,8.16,8.01,8.09,182782,5.1362944507,5.1679608776,5.0729615968,5.1236278799,182782,0.0,1.0
GOGL,2017-12-07 00:00:00+00:00,8.05,8.15,8.02,8.06,120842,5.0982947383,5.1616275922,5.0792948821,5.1046280237,120842,0.0,1.0
GOGL,2017-12-08 00:00:00+00:00,8.27,8.31,8.22,8.22,134750,5.2376270169,5.2629601584,5.2059605899,5.2059605899,134750,0.0,1.0
GOGL,2017-12-11 00:00:00+00:00,8.69,8.82,8.38,8.38,820360,5.5036250032,5.5859577133,5.3072931562,5.3072931562,820360,0.0,1.0
GOGL,2017-12-12 00:00:00+00:00,8.56,8.75,8.55,8.68,400676,5.4212922932,5.5416247156,5.4149590078,5.4972917178,400676,0.0,1.0
GOGL,2017-12-13 00:00:00+00:00,8.37,8.42,8.17,8.25,341069,5.3009598708,5.3326262977,5.174294163,5.2249604461,341069,0.0,1.0
GOGL,2017-12-14 00:00:00+00:00,7.99,8.15,7.95,7.99,262810,5.060295026,5.1616275922,5.0349618844,5.060295026,262810,0.0,1.0
GOGL,2017-12-15 00:00:00+00:00,8.16,8.34,8.05,8.05,309294,5.1679608776,5.2819600146,5.0982947383,5.0982947383,309294,0.0,1.0
GOGL,2017-12-18 00:00:00+00:00,8.2,8.31,8.12,8.17,272387,5.1932940192,5.2629601584,5.142627736,5.174294163,272387,0.0,1.0
GOGL,2017-12-19 00:00:00+00:00,8.07,8.21,8.03,8.16,144313,5.1109613091,5.1996273045,5.0856281675,5.1679608776,144313,0.0,1.0
GOGL,2017-12-20 00:00:00+00:00,7.81,7.9,7.8,7.89,275369,4.946295889,5.0032954575,4.9399626036,4.9969621721,275369,0.0,1.0
GOGL,2017-12-21 00:00:00+00:00,8.13,8.15,7.96,8.0,322938,5.1489610214,5.1616275922,5.0412951698,5.0666283114,322938,0.0,1.0
GOGL,2017-12-22 00:00:00+00:00,7.97,8.04,7.91,7.99,122098,5.0476284552,5.0919614529,5.0096287429,5.060295026,122098,0.0,1.0
GOGL,2017-12-26 00:00:00+00:00,7.98,8.06,7.89,7.98,178258,5.0539617406,5.1046280237,4.9969621721,5.0539617406,178258,0.0,1.0
GOGL,2017-12-27 00:00:00+00:00,8.04,8.04,7.95,8.02,217991,5.0919614529,5.0919614529,5.0349618844,5.0792948821,217991,0.0,1.0
GOGL,2017-12-28 00:00:00+00:00,8.18,8.21,7.96,8.07,213550,5.1806274484,5.1996273045,5.0412951698,5.1109613091,213550,0.0,1.0
GOGL,2017-12-29 00:00:00+00:00,8.15,8.26,8.13,8.15,200124,5.1616275922,5.2312937315,5.1489610214,5.1616275922,200124,0.0,1.0
GOGL,2018-01-02 00:00:00+00:00,8.44,8.48,8.07,8.08,321029,5.3452928685,5.3706260101,5.1109613091,5.1172945945,321029,0.0,1.0
GOGL,2018-01-03 00:00:00+00:00,8.82,8.88,8.69,8.81,284936,5.5859577133,5.6239574256,5.5036250032,5.5796244279,284936,0.0,1.0
GOGL,2018-01-04 00:00:00+00:00,8.95,9.01,8.84,8.87,177292,5.6682904233,5.7062901357,5.5986242841,5.6176241402,177292,0.0,1.0
GOGL,2018-01-05 00:00:00+00:00,8.99,9.03,8.86,8.88,322642,5.6936235649,5.7189567065,5.6112908548,5.6239574256,322642,0.0,1.0
GOGL,2018-01-08 00:00:00+00:00,9.24,9.29,9.11,9.15,225116,5.8519556996,5.8836221266,5.7696229896,5.7949561311,225116,0.0,1.0
GOGL,2018-01-09 00:00:00+00:00,9.03,9.2,8.92,9.2,126926,5.7189567065,5.8266225581,5.6492905672,5.8266225581,126926,0.0,1.0
GOGL,2018-01-10 00:00:00+00:00,9.03,9.16,8.96,9.1,155043,5.7189567065,5.8012894165,5.6746237087,5.7632897042,155043,0.0,1.0
GOGL,2018-01-11 00:00:00+00:00,8.8,8.86,8.68,8.74,162738,5.5732911425,5.6112908548,5.4972917178,5.5352914302,162738,0.0,1.0
GOGL,2018-01-12 00:00:00+00:00,8.94,8.94,8.82,8.85,173560,5.661957138,5.661957138,5.5859577133,5.6049575695,173560,0.0,1.0
GOGL,2018-01-16 00:00:00+00:00,8.9,9.13,8.84,8.98,215551,5.6366239964,5.7822895603,5.5986242841,5.6872902795,215551,0.0,1.0
GOGL,2018-01-17 00:00:00+00:00,8.83,8.87,8.72,8.8,99507,5.5922909987,5.6176241402,5.5226248594,5.5732911425,99507,0.0,1.0
GOGL,2018-01-18 00:00:00+00:00,8.67,8.8,8.63,8.8,125537,5.4909584324,5.5732911425,5.4656252909,5.5732911425,125537,0.0,1.0
GOGL,2018-01-19 00:00:00+00:00,8.93,8.98,8.82,8.86,100438,5.6556238526,5.6872902795,5.5859577133,5.6112908548,100438,0.0,1.0
GOGL,2018-01-22 00:00:00+00:00,9.35,9.35,9.11,9.11,302202,5.9216218389,5.9216218389,5.7696229896,5.7696229896,302202,0.0,1.0
GOGL,2018-01-23 00:00:00+00:00,9.24,9.29,9.02,9.29,367098,5.8519556996,5.8836221266,5.7126234211,5.8836221266,367098,0.0,1.0
GOGL,2018-01-24 00:00:00+00:00,9.15,9.28,9.1,9.24,138259,5.7949561311,5.8772888412,5.7632897042,5.8519556996,138259,0.0,1.0
GOGL,2018-01-25 00:00:00+00:00,9.14,9.35,9.12,9.3,206093,5.7886228457,5.9216218389,5.775956275,5.889955412,206093,0.0,1.0
GOGL,2018-01-26 00:00:00+00:00,9.34,9.39,9.22,9.22,334261,5.9152885535,5.9469549805,5.8392891289,5.8392891289,334261,0.0,1.0
GOGL,2018-01-29 00:00:00+00:00,9.2,9.36,9.14,9.29,178160,5.8266225581,5.9279551243,5.7886228457,5.8836221266,178160,0.0,1.0
GOGL,2018-01-30 00:00:00+00:00,8.78,9.03,8.73,8.99,175004,5.5606245717,5.7189567065,5.5289581448,5.6936235649,175004,0.0,1.0
GOGL,2018-01-31 00:00:00+00:00,8.79,8.95,8.71,8.84,183919,5.5669578571,5.6682904233,5.516291574,5.5986242841,183919,0.0,1.0
GOGL,2018-02-01 00:00:00+00:00,8.81,8.88,8.7,8.81,169866,5.5796244279,5.6239574256,5.5099582886,5.5796244279,169866,0.0,1.0
GOGL,2018-02-02 00:00:00+00:00,8.71,9.0,8.7,8.92,150613,5.516291574,5.6999568503,5.5099582886,5.6492905672,150613,0.0,1.0
GOGL,2018-02-05 00:00:00+00:00,8.2,8.65,8.08,8.54,277699,5.1932940192,5.4782918617,5.1172945945,5.4086257224,277699,0.0,1.0
GOGL,2018-02-06 00:00:00+00:00,8.41,8.47,8.0,8.03,233007,5.3262930123,5.3642927247,5.0666283114,5.0856281675,233007,0.0,1.0
GOGL,2018-02-07 00:00:00+00:00,8.31,8.45,8.28,8.34,241142,5.2629601584,5.3516261539,5.2439603023,5.2819600146,241142,0.0,1.0
GOGL,2018-02-08 00:00:00+00:00,7.91,8.25,7.9,8.25,234200,5.0096287429,5.2249604461,5.0032954575,5.2249604461,234200,0.0,1.0
GOGL,2018-02-09 00:00:00+00:00,8.15,8.23,7.85,8.08,157888,5.1616275922,5.2122938753,4.9716290305,5.1172945945,157888,0.0,1.0
GOGL,2018-02-12 00:00:00+00:00,8.59,8.63,8.37,8.37,299553,5.4402921493,5.4656252909,5.3009598708,5.3009598708,299553,0.0,1.0
GOGL,2018-02-13 00:00:00+00:00,8.42,8.48,8.37,8.41,149522,5.3326262977,5.3706260101,5.3009598708,5.3262930123,149522,0.0,1.0
GOGL,2018-02-14 00:00:00+00:00,8.68,8.68,8.2,8.22,160250,5.4972917178,5.4972917178,5.1932940192,5.2059605899,160250,0.0,1.0
GOGL,2018-02-15 00:00:00+00:00,8.73,8.77,8.56,8.71,85158,5.5289581448,5.5542912863,5.4212922932,5.516291574,85158,0.0,1.0
GOGL,2018-02-16 00:00:00+00:00,8.74,8.88,8.72,8.74,197302,5.5352914302,5.6239574256,5.5226248594,5.5352914302,197302,0.0,1.0
GOGL,2018-02-20 00:00:00+00:00,9.31,9.58,9.29,9.44,540866,5.8962886974,6.0672874029,5.8836221266,5.9786214074,540866,0.0,1.0
GOGL,2018-02-21 00:00:00+00:00,9.31,9.44,9.27,9.42,256168,5.8962886974,5.9786214074,5.8709555558,5.9659548366,256168,0.0,1.0
GOGL,2018-02-22 00:00:00+00:00,9.36,9.39,9.31,9.33,284180,5.9279551243,5.9469549805,5.8962886974,5.9089552681,284180,0.0,1.0
GOGL,2018-02-23 00:00:00+00:00,9.34,9.35,9.29,9.29,171420,5.9152885535,5.9216218389,5.8836221266,5.8836221266,171420,0.0,1.0
GOGL,2018-02-26 00:00:00+00:00,9.33,9.35,9.17,9.27,152834,5.9089552681,5.9216218389,5.8076227019,5.8709555558,152834,0.0,1.0
GOGL,2018-02-27 00:00:00+00:00,9.24,9.32,9.19,9.29,159964,5.8519556996,5.9026219827,5.8202892727,5.8836221266,159964,0.0,1.0
GOGL,2018-02-28 00:00:00+00:00,9.05,9.31,9.04,9.3,109088,5.7316232772,5.8962886974,5.7252899918,5.889955412,109088,0.0,1.0
GOGL,2018-03-01 00:00:00+00:00,9.07,9.2,8.97,9.09,185765,5.744289848,5.8266225581,5.6809569941,5.7569564188,185765,0.0,1.0
GOGL,2018-03-02 00:00:00+00:00,9.05,9.11,8.75,8.84,100754,5.7949561311,5.8333757298,5.6028581378,5.6604875358,100754,0.1,1.0
GOGL,2018-03-05 00:00:00+00:00,9.08,9.17,9.04,9.06,261596,5.8141659305,5.8717953284,5.7885528647,5.8013593976,261596,0.0,1.0
GOGL,2018-03-06 00:00:00+00:00,9.2,9.25,9.16,9.22,198346,5.8910051278,5.92302146,5.865392062,5.9038116607,198346,0.0,1.0
GOGL,2018-03-07 00:00:00+00:00,9.07,9.19,9.0,9.04,235419,5.807762664,5.8846018613,5.7629397989,5.7885528647,235419,0.0,1.0
GOGL,2018-03-08 00:00:00+00:00,9.09,9.19,9.01,9.09,124451,5.8205691969,5.8846018613,5.7693430654,5.8205691969,124451,0.0,1.0
GOGL,2018-03-09 00:00:00+00:00,9.24,9.35,9.22,9.27,199592,5.9166181935,5.9870541244,5.9038116607,5.9358279929,199592,0.0,1.0
GOGL,2018-03-12 00:00:00+00:00,9.12,9.33,9.08,9.24,338316,5.8397789962,5.9742475915,5.8141659305,5.9166181935,338316,0.0,1.0
GOGL,2018-03-13 00:00:00+00:00,9.02,9.08,8.88,8.9,245768,5.7757463318,5.8141659305,5.6861006016,5.6989071345,245768,0.0,1.0
GOGL,2018-03-14 00:00:00+00:00,8.93,9.06,8.87,9.01,197879,5.7181169338,5.8013593976,5.6796973351,5.7693430654,197879,0.0,1.0
GOGL,2018-03-15 00:00:00+00:00,8.63,8.81,8.58,8.81,207241,5.5260189405,5.6412777365,5.4940026083,5.6412777365,207241,0.0,1.0
GOGL,2018-03-16 00:00:00+00:00,8.65,8.78,8.56,8.6,274283,5.5388254734,5.6220679372,5.4811960754,5.5068091412,274283,0.0,1.0
GOGL,2018-03-19 00:00:00+00:00,8.39,8.52,8.33,8.42,206955,5.3723405459,5.4555830096,5.3339209472,5.3915503452,206955,0.0,1.0
GOGL,2018-03-20 00:00:00+00:00,8.34,8.44,8.33,8.41,99806,5.3403242137,5.4043568781,5.3339209472,5.3851470788,99806,0.0,1.0
GOGL,2018-03-21 00:00:00+00:00,8.46,8.64,8.35,8.35,301498,5.417163411,5.532422207,5.3467274801,5.3467274801,301498,0.0,1.0
GOGL,2018-03-22 00:00:00+00:00,8.17,8.34,8.16,8.31,168179,5.2314686841,5.3403242137,5.2250654177,5.3211144143,168179,0.0,1.0
GOGL,2018-03-23 00:00:00+00:00,7.93,8.22,7.87,8.12,282907,5.0777902895,5.2634850163,5.0393706908,5.1994523519,282907,0.0,1.0
GOGL,2018-03-26 00:00:00+00:00,8.09,8.2,7.94,8.18,190196,5.1802425526,5.2506784835,5.0841935559,5.2378719506,190196,0.0,1.0
GOGL,2018-03-27 00:00:00+00:00,8.01,8.39,7.93,8.3,286208,5.129016421,5.3723405459,5.0777902895,5.3147111479,286208,0.0,1.0
GOGL,2018-03-28 00:00:00+00:00,7.66,8.05,7.6,8.05,335714,4.9049020955,5.1546294868,4.8664824969,5.1546294868,335714,0.0,1.0
GOGL,2018-03-29 00:00:00+00:00,7.95,8.0,7.69,7.73,167271,5.0905968224,5.1226131546,4.9241118948,4.9497249606,167271,0.0,1.0
GOGL,2018-04-02 00:00:00+00:00,7.7,7.95,7.59,7.91,134729,4.9305151613,5.0905968224,4.8600792304,5.0649837566,134729,0.0,1.0
GOGL,2018-04-03 00:00:00+00:00,7.69,7.8,7.59,7.75,176180,4.9241118948,4.9945478257,4.8600792304,4.9625314935,176180,0.0,1.0
GOGL,2018-04-04 00:00:00+00:00,7.35,7.41,7.0,7.0,242313,4.7064008358,4.7448204344,4.4822865103,4.4822865103,242313,0.0,1.0
GOGL,2018-04-05 00:00:00+00:00,7.63,7.71,7.58,7.6,110711,4.8856922962,4.9369184277,4.853675964,4.8664824969,110711,0.0,1.0
GOGL,2018-04-06 00:00:00+00:00,7.28,7.53,7.17,7.5,141100,4.6615779707,4.8216596318,4.5911420398,4.8024498324,141100,0.0,1.0
GOGL,2018-04-09 00:00:00+00:00,7.39,7.49,7.35,7.43,136900,4.7320139016,4.796046566,4.7064008358,4.7576269673,136900,0.0,1.0
GOGL,2018-04-10 00:00:00+00:00,7.8,7.84,7.7,7.73,152765,4.9945478257,5.0201608915,4.9305151613,4.9497249606,152765,0.0,1.0
GOGL,2018-04-11 00:00:00+00:00,7.65,7.81,7.63,7.71,95092,4.8984988291,5.0009510922,4.8856922962,4.9369184277,95092,0.0,1.0
GOGL,2018-04-12 00:00:00+00:00,7.93,7.99,7.81,7.81,132309,5.0777902895,5.1162098881,5.0009510922,5.0009510922,132309,0.0,1.0
GOGL,2018-04-13 00:00:00+00:00,7.99,8.06,7.86,8.03,254162,5.1162098881,5.1610327532,5.0329674244,5.1418229539,254162,0.0,1.0
GOGL,2018-04-16 00:00:00+00:00,7.83,7.95,7.78,7.89,128790,5.0137576251,5.0905968224,4.9817412928,5.0521772237,128790,0.0,1.0
GOGL,2018-04-17 00:00:00+00:00,8.0,8.15,7.93,8.1,255575,5.1226131546,5.2186621512,5.0777902895,5.186645819,255575,0.0,1.0
GOGL,2018-04-18 00:00:00+00:00,8.43,8.49,8.26,8.49,324265,5.3979536116,5.4363732103,5.2890980821,5.4363732103,324265,0.0,1.0
GOGL,2018-04-19 00:00:00+00:00,8.32,8.44,8.23,8.43,147392,5.3275176808,5.4043568781,5.2698882828,5.3979536116,147392,0.0,1.0
GOGL,2018-04-20 00:00:00+00:00,8.27,8.39,8.23,8.3,114140,5.2955013486,5.3723405459,5.2698882828,5.3147111479,114140,0.0,1.0
GOGL,2018-04-23 00:00:00+00:00,8.39,8.47,8.35,8.41,174918,5.3723405459,5.4235666774,5.3467274801,5.3851470788,174918,0.0,1.0
GOGL,2018-04-24 00:00:00+00:00,8.37,8.68,8.29,8.6,285416,5.359534013,5.5580352727,5.3083078814,5.5068091412,285416,0.0,1.0
GOGL,2018-04-25 00:00:00+00:00,8.22,8.37,8.17,8.35,173169,5.2634850163,5.359534013,5.2314686841,5.3467274801,173169,0.0,1.0
GOGL,2018-04-26 00:00:00+00:00,8.18,8.3,8.15,8.23,138927,5.2378719506,5.3147111479,5.2186621512,5.2698882828,138927,0.0,1.0
GOGL,2018-04-27 00:00:00+00:00,8.16,8.24,8.09,8.23,75306,5.2250654177,5.2762915492,5.1802425526,5.2698882828,75306,0.0,1.0
GOGL,2018-04-30 00:00:00+00:00,8.08,8.18,8.03,8.11,216127,5.1738392861,5.2378719506,5.1418229539,5.1930490855,216127,0.0,1.0
GOGL,2018-05-01 00:00:00+00:00,8.06,8.17,7.92,8.01,101921,5.1610327532,5.2314686841,5.071387023,5.129016421,101921,0.0,1.0
GOGL,2018-05-02 00:00:00+00:00,8.21,8.3,8.08,8.08,155702,5.2570817499,5.3147111479,5.1738392861,5.1738392861,155702,0.0,1.0
GOGL,2018-05-03 00:00:00+00:00,8.3,8.35,8.2,8.29,110574,5.3147111479,5.3467274801,5.2506784835,5.3083078814,110574,0.0,1.0
GOGL,2018-05-04 00:00:00+00:00,8.32,8.32,8.23,8.25,106679,5.3275176808,5.3275176808,5.2698882828,5.2826948157,106679,0.0,1.0
GOGL,2018-05-07 00:00:00+00:00,8.48,8.59,8.44,8.44,174399,5.4299699439,5.5004058747,5.4043568781,5.4043568781,174399,0.0,1.0
GOGL,2018-05-08 00:00:00+00:00,8.57,8.6,8.46,8.55,72071,5.4875993419,5.5068091412,5.417163411,5.474792809,72071,0.0,1.0
GOGL,2018-05-09 00:00:00+00:00,8.77,8.78,8.63,8.63,117882,5.6156646707,5.6220679372,5.5260189405,5.5260189405,117882,0.0,1.0
GOGL,2018-05-10 00:00:00+00:00,8.74,8.82,8.74,8.77,120187,5.5964548714,5.6476810029,5.5964548714,5.6156646707,120187,0.0,1.0
GOGL,2018-05-11 00:00:00+00:00,8.87,8.88,8.77,8.81,97367,5.6796973351,5.6861006016,5.6156646707,5.6412777365,97367,0.0,1.0
GOGL,2018-05-14 00:00:00+00:00,8.83,8.87,8.74,8.76,162086,5.6540842694,5.6796973351,5.5964548714,5.6092614043,162086,0.0,1.0
GOGL,2018-05-15 00:00:00+00:00,8.46,8.52,8.35,8.52,171133,5.417163411,5.4555830096,5.3467274801,5.4555830096,171133,0.0,1.0
GOGL,2018-05-16 00:00:00+00:00,8.37,8.4,8.21,8.29,161232,5.359534013,5.3787438123,5.2570817499,5.3083078814,161232,0.0,1.0
GOGL,2018-05-17 00:00:00+00:00,8.26,8.42,8.2,8.28,156521,5.2890980821,5.3915503452,5.2506784835,5.301904615,156521,0.0,1.0
GOGL,2018-05-18 00:00:00+00:00,8.23,8.29,8.07,8.1,77237,5.2698882828,5.3083078814,5.1674360197,5.186645819,77237,0.0,1.0
GOGL,2018-05-21 00:00:00+00:00,8.29,8.37,8.28,8.28,89292,5.3083078814,5.359534013,5.301904615,5.301904615,89292,0.0,1.0
GOGL,2018-05-22 00:00:00+00:00,8.55,8.68,8.49,8.58,130348,5.474792809,5.5580352727,5.4363732103,5.4940026083,130348,0.0,1.0
GOGL,2018-05-23 00:00:00+00:00,8.43,8.45,8.2,8.24,136219,5.3979536116,5.4107601445,5.2506784835,5.2762915492,136219,0.0,1.0
GOGL,2018-05-24 00:00:00+00:00,8.26,8.36,8.2,8.3,171746,5.2890980821,5.3531307465,5.2506784835,5.3147111479,171746,0.0,1.0
GOGL,2018-05-25 00:00:00+00:00,8.22,8.26,8.13,8.23,62216,5.2634850163,5.2890980821,5.2058556184,5.2698882828,62216,0.0,1.0
GOGL,2018-05-29 00:00:00+00:00,8.17,8.21,8.12,8.13,198196,5.2314686841,5.2570817499,5.1994523519,5.2058556184,198196,0.0,1.0
GOGL,2018-05-30 00:00:00+00:00,8.23,8.235,7.9778,8.02,294063,5.2698882828,5.273089916,5.1083979031,5.1354196875,294063,0.0,1.0
GOGL,2018-05-31 00:00:00+00:00,8.66,8.7,8.37,8.62,212477,5.5452287398,5.5708418056,5.359534013,5.5196156741,212477,0.0,1.0
GOGL,2018-06-01 00:00:00+00:00,8.47,8.67,8.41,8.57,209906,5.4235666774,5.5516320063,5.3851470788,5.4875993419,209906,0.0,1.0
GOGL,2018-06-04 00:00:00+00:00,8.73,8.75,8.54,8.58,283735,5.5900516049,5.6028581378,5.4683895425,5.4940026083,283735,0.0,1.0
GOGL,2018-06-05 00:00:00+00:00,8.73,8.82,8.7,8.75,110523,5.5900516049,5.6476810029,5.5708418056,5.6028581378,110523,0.0,1.0
GOGL,2018-06-06 00:00:00+00:00,8.77,8.89,8.6,8.83,216870,5.6156646707,5.692503868,5.5068091412,5.6540842694,216870,0.0,1.0
GOGL,2018-06-07 00:00:00+00:00,8.74,8.85,8.72,8.82,84452,5.5964548714,5.6668908023,5.5836483385,5.6476810029,84452,0.0,1.0
GOGL,2018-06-08 00:00:00+00:00,8.69,8.8,8.59,8.66,98545,5.5644385392,5.63487447,5.5004058747,5.5452287398,98545,0.0,1.0
GOGL,2018-06-11 00:00:00+00:00,8.79,8.84,8.55,8.6,179039,5.6284712036,5.6604875358,5.474792809,5.5068091412,179039,0.0,1.0
GOGL,2018-06-12 00:00:00+00:00,8.66,8.74,8.62,8.7,83166,5.5452287398,5.5964548714,5.5196156741,5.5708418056,83166,0.0,1.0
GOGL,2018-06-13 00:00:00+00:00,8.77,8.84,8.62,8.62,190299,5.6796973351,5.7250312934,5.582553139,5.582553139,190299,0.1,1.0
GOGL,2018-06-14 00:00:00+00:00,9.0,9.09,8.93,9.02,251251,5.8286517693,5.8869382869,5.783317811,5.8416043287,251251,0.0,1.0
GOGL,2018-06-15 00:00:00+00:00,9.19,9.29,9.14,9.2,336533,5.9517010844,6.0164638818,5.9193196857,5.9581773641,336533,0.0,1.0
GOGL,2018-06-18 00:00:00+00:00,9.17,9.19,8.98,9.02,171400,5.9387485249,5.9517010844,5.8156992098,5.8416043287,171400,0.0,1.0
GOGL,2018-06-19 00:00:00+00:00,9.04,9.13,8.89,8.96,138213,5.8545568882,5.9128434059,5.7574126921,5.8027466503,138213,0.0,1.0
GOGL,2018-06-20 00:00:00+00:00,9.07,9.17,8.95,8.95,221569,5.8739857275,5.9387485249,5.7962703705,5.7962703705,221569,0.0,1.0
GOGL,2018-06-21 00:00:00+00:00,8.9,9.03,8.89,9.03,119958,5.7638889718,5.8480806085,5.7574126921,5.8480806085,119958,0.0,1.0
GOGL,2018-06-22 00:00:00+00:00,9.0,9.1,8.98,8.98,122065,5.8286517693,5.8934145667,5.8156992098,5.8156992098,122065,0.0,1.0
GOGL,2018-06-25 00:00:00+00:00,8.82,8.88,8.69,8.85,93071,5.7120787339,5.7509364123,5.6278870972,5.7315075731,93071,0.0,1.0
GOGL,2018-06-26 00:00:00+00:00,8.75,8.82,8.69,8.77,75824,5.6667447757,5.7120787339,5.6278870972,5.6796973351,75824,0.0,1.0
GOGL,2018-06-27 00:00:00+00:00,8.73,8.87,8.61,8.83,293620,5.6537922162,5.7444601326,5.5760768593,5.7185550136,293620,0.0,1.0
GOGL,2018-06-28 00:00:00+00:00,8.7,8.73,8.48,8.59,281728,5.6343633769,5.6537922162,5.4918852226,5.5631242998,281728,0.0,1.0
GOGL,2018-06-29 00:00:00+00:00,8.69,8.76,8.56,8.6,371915,5.6278870972,5.6732210554,5.5436954605,5.5696005795,371915,0.0,1.0
GOGL,2018-07-02 00:00:00+00:00,8.51,8.52,8.38,8.44,262684,5.5113140618,5.5177903416,5.4271224251,5.4659801036,262684,0.0,1.0
GOGL,2018-07-03 00:00:00+00:00,8.67,8.74,8.64,8.66,84201,5.6149345377,5.6602684959,5.5955056985,5.608458258,84201,0.0,1.0
GOGL,2018-07-05 00:00:00+00:00,8.78,8.9,8.75,8.86,116473,5.6861736149,5.7638889718,5.6667447757,5.7379838528,116473,0.0,1.0
GOGL,2018-07-06 00:00:00+00:00,8.73,8.82,8.59,8.68,102923,5.6537922162,5.7120787339,5.5631242998,5.6214108175,102923,0.0,1.0
GOGL,2018-07-09 00:00:00+00:00,8.68,8.75,8.63,8.68,84688,5.6214108175,5.6667447757,5.5890294187,5.6214108175,84688,0.0,1.0
GOGL,2018-07-10 00:00:00+00:00,8.78,8.79,8.68,8.73,103667,5.6861736149,5.6926498946,5.6214108175,5.6537922162,103667,0.0,1.0
GOGL,2018-07-11 00:00:00+00:00,8.42,8.66,8.41,8.55,128849,5.4530275441,5.608458258,5.4465512644,5.5372191808,128849,0.0,1.0
