symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
GOGL,2017-10-10 00:00:00+00:00,8.22,8.29,8.2,8.23,83222,5.2059605899,5.2502935877,5.1932940192,5.2122938753,83222,0.0,1.0
GOGL,2017-10-11 00:00:00+00:00,8.19,8.2586,8.15,8.22,67544,5.1869607338,5.2304070715,5.1616275922,5.2059605899,67544,0.0,1.0
GOGL,2017-10-12 00:00:00+00:00,8.15,8.23,8.091,8.14,66183,5.1616275922,5.2122938753,5.1242612084,5.1552943068,66183,0.0,1.0
GOGL,2017-10-13 00:00:00+00:00,8.48,8.5099,8.32,8.34,148538,5.3706260101,5.3895625334,5.2692934438,5.2819600146,148538,0.0,1.0
GOGL,2017-10-16 00:00:00+00:00,8.5,8.59,8.49,8.58,164726,5.3832925808,5.4402921493,5.3769592954,5.4339588639,164726,0.0,1.0
GOGL,2017-10-17 00:00:00+00:00,8.4,8.54,8.26,8.53,617762,5.3199597269,5.4086257224,5.2312937315,5.402292437,617762,0.0,1.0
GOGL,2017-10-18 00:00:00+00:00,8.42,8.52,8.32,8.48,233195,5.3326262977,5.3959591516,5.2692934438,5.3706260101,233195,0.0,1.0
GOGL,2017-10-19 00:00:00+00:00,8.28,8.31,8.08,8.25,448872,5.2439603023,5.2629601584,5.1172945945,5.2249604461,448872,0.0,1.0
GOGL,2017-10-20 00:00:00+00:00,8.32,8.36,8.23,8.28,226341,5.2692934438,5.2946265854,5.2122938753,5.2439603023,226341,0.0,1.0
GOGL,2017-10-23 00:00:00+00:00,8.44,8.5,8.38,8.42,256276,5.3452928685,5.3832925808,5.3072931562,5.3326262977,256276,0.0,1.0
GOGL,2017-10-24 00:00:00+00:00,8.38,8.46,8.35,8.43,226425,5.3072931562,5.3579594393,5.2882933,5.3389595831,226425,0.0,1.0
GOGL,2017-10-25 00:00:00+00:00,8.33,8.435,8.24,8.37,202065,5.2756267292,5.3421262258,5.2186271607,5.3009598708,202065,0.0,1.0
GOGL,2017-10-26 00:00:00+00:00,8.29,8.38,8.26,8.32,53781,5.2502935877,5.3072931562,5.2312937315,5.2692934438,53781,0.0,1.0
GOGL,2017-10-27 00:00:00+00:00,8.41,8.42,8.22,8.23,166259,5.3262930123,5.3326262977,5.2059605899,5.2122938753,166259,0.0,1.0
GOGL,2017-10-30 00:00:00+00:00,8.32,8.35,8.22,8.22,92959,5.2692934438,5.2882933,5.2059605899,5.2059605899,92959,0.0,1.0
